2 0.039
0.04	667.5961
0.041	1030.083
0.042	1513.446
0.043	2152.263
0.044	2963.29
0.045	3949.073
0.046	5178.757
0.047	6573.737
0.048	8078.814
0.049	9928.211
0.05	11811.91
0.051	13826.48
0.052	15925.54
0.053	18340.38
0.054	20782.36
0.055	23168.48
0.056	25419.74
0.057	27867.3
0.058	71502.96
0.059	112546.7
0.06	34997.18
0.061	37135.39
0.062	39406.84
0.063	41120.44
0.064	43609.88
0.065	44754.41
0.066	46677.33
0.067	98280.73
0.068	49085.87
0.069	65179.05
0.07	47417.62
0.071	47950.42
0.072	49222.21
0.073	49718.88
0.074	50170.51
0.075	50561.67
0.076	50105.45
0.077	50384.5
0.078	50635.88
0.079	49973.69
0.08	49283.81
0.081	48497.69
0.082	48449.75
0.083	47489.49
0.084	45743.16
0.085	44622.14
0.086	43453.42
0.087	42123.87
0.088	40739.1
0.089	38528.5
0.09	36912.28
0.091	34495.49
0.092	32600.51
0.093	29932.39
0.094	27261.09
0.095	24512.26
0.096	21313.12
0.097	18009.6
0.098	14700.59
0.099	7356.624
0.1	0
