2 0.000
0.001	0.00E+00
0.002	5.48E-10
0.003	9.65E+04
0.004	7.37E+08
0.005	1.78E+10
0.006	7.12E+10
0.007	1.42E+11
0.008	2.04E+11
0.009	2.50E+11
0.01	2.81E+11
0.011	2.06E+11
0.012	1.90E+11
0.013	1.94E+11
0.014	2.09E+11
0.015	2.19E+11
0.016	2.26E+11
0.017	2.29E+11
0.018	2.30E+11
0.019	2.29E+11
0.02	2.27E+11
0.021	2.24E+11
0.022	2.20E+11
0.023	2.15E+11
0.024	2.10E+11
0.025	2.05E+11
0.026	2.00E+11
0.027	1.94E+11
0.028	1.89E+11
0.029	1.83E+11
0.03	1.78E+11
0.031	1.73E+11
0.032	1.67E+11
0.033	1.62E+11
0.034	1.57E+11
0.035	1.53E+11
0.036	1.48E+11
0.037	1.43E+11
0.038	1.39E+11
0.039	1.35E+11
0.04	1.30E+11
0.041	1.26E+11
0.042	1.23E+11
0.043	1.19E+11
0.044	1.15E+11
0.045	1.12E+11
0.046	1.08E+11
0.047	1.05E+11
0.048	1.02E+11
0.049	9.86E+10
0.05	9.56E+10
0.051	9.27E+10
0.052	8.99E+10
0.053	8.72E+10
0.054	8.45E+10
0.055	8.20E+10
0.056	7.95E+10
0.057	2.17E+11
0.058	7.48E+10
0.059	3.15E+11
0.06	7.04E+10
0.061	6.83E+10
0.062	6.62E+10
0.063	6.42E+10
0.064	6.23E+10
0.065	6.04E+10
0.066	5.86E+10
0.067	1.35E+11
0.068	5.52E+10
0.069	7.40E+10
0.07	5.05E+10
0.071	4.90E+10
0.072	4.76E+10
0.073	4.62E+10
0.074	4.48E+10
0.075	4.35E+10
0.076	4.22E+10
0.077	4.09E+10
0.078	3.97E+10
0.079	3.85E+10
0.08	3.73E+10
0.081	3.62E+10
0.082	3.51E+10
0.083	3.40E+10
0.084	3.29E+10
0.085	3.19E+10
0.086	3.09E+10
0.087	2.99E+10
0.088	2.90E+10
0.089	2.80E+10
0.09	2.71E+10
0.091	2.62E+10
0.092	2.54E+10
0.093	2.45E+10
0.094	2.37E+10
0.095	2.29E+10
0.096	2.21E+10
0.097	2.13E+10
0.098	2.06E+10
0.099	1.98E+10
0.1	1.91E+10
0.101	1.84E+10
0.102	1.77E+10
0.103	1.70E+10
0.104	1.64E+10
0.105	1.57E+10
0.106	1.51E+10
0.107	1.45E+10
0.108	1.39E+10
0.109	1.33E+10
0.11	1.27E+10
0.111	1.22E+10
0.112	1.16E+10
0.113	1.11E+10
0.114	1.06E+10
0.115	1.00E+10
0.116	9.53E+09
0.117	9.04E+09
0.118	8.55E+09
0.119	8.08E+09
0.12	7.61E+09
0.121	7.16E+09
0.122	6.71E+09
0.123	6.27E+09
0.124	5.84E+09
0.125	5.42E+09
0.126	5.01E+09
0.127	4.60E+09
0.128	4.21E+09
0.129	3.82E+09
0.13	3.44E+09
0.131	3.06E+09
0.132	2.70E+09
0.133	2.34E+09
0.134	1.98E+09
0.135	1.64E+09
0.136	1.30E+09
0.137	9.64E+08
0.138	6.37E+08
0.139	3.16E+08
0.14	0.00E+00
